Light,Phosphorus,Treatment,Day,Micro_Rep,Count_Rep,Squares_Counted,Observer,Anabaena,Ankistrodesmus_sp,Aphanizomenon,Aphanocapsa,Closteriopsis,Closterium aciculare,Closterium_sp,Coelastrum,Cosmarium,Crucigenia,Crypto 2,Crypto Sp 1,Desmodesmus_sp,Didymogenes,Euglena,Franceia,Golenkinia,Green_dots,Jaaginema,Kirchinella,Limnothrix,Monoraphidium_sp,M_arcuatum,M_contortum,Mallomonas_sp,Merismopedia,Mougeotia,Navicula,Nephrocytium,Nitzschia_sp,Oocystis_sp,Pair_spherical_greens,Polyedriopsis,Pseudanabaena,Scenedesmus_sp,Selenastrum,Slippers,Small_cresecent_green,Staurastrum_sp,Staurodesmus,Synedra,Synura_sp,Tetraedron,Tetrabaena,Trachelomonas_sp,Ulnaria_sp,Volvox,Unknown_cyano,Unknown_diatom,Unknown_dino,Unknown_filamentous_green,Unknown_flagellated_greens,Unknown_non_flagellated_green,Unkown_filamentous_cyano,Unknown
Blue,Low,Blue_LP,0,3,3,28,JS,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,35.71428571,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,35.71428571,0,0,0,178.5714286,2142.857143,0,35.71428571
Broad,High,Broad_HP,0,1,1,21,DA,0,0,428.5714286,2238.095238,0,0,47.61904762,0,0,0,0,47.61904762,0,0,47.61904762,0,0,0,0,0,0,0,0,285.7142857,0,380.952381,0,0,0,0,0,0,0,0,0,0,190.4761905,0,0,0,666.6666667,0,0,0,0,0,0,0,1142.857143,47.61904762,0,285.7142857,47.61904762,571.4285714,0
Broad,High,Broad_HP,0,1,2,21,DA,0,0,0,904.7619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.4285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broad,High,Broad_HP,0,1,3,7,DA,0,0,0,0,0,0,0,0,0,0,12857.14286,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571.428571,0,0
Broad,High,Broad_HP,0,2,1,7,DA,0,0,0,12285.71429,0,0,0,0,285.7142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,1285.714286,0,285.7142857,0,0
Broad,High,Broad_HP,0,2,2,21,DA,0,0,0,2761.904762,47.61904762,0,0,0,95.23809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.3333333,0,0,0,0,0,0,0,95.23809524,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.619048,0,476.1904762,0,0
Broad,High,Broad_HP,0,2,3,14,DA,0,0,0,1142.857143,0,0,0,0,0,0,11928.57143,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.2857143,0,428.5714286,0,0
Broad,High,Broad_HP,0,3,1,28,JS,0,0,0,571.4285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,35.71428571,0,0,392.8571429,0,71.42857143
Broad,High,Broad_HP,0,3,2,28,JS,0,0,0,107.1428571,0,0,0,0,35.71428571,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,35.71428571,607.1428571,0,0
Broad,High,Broad_HP,0,3,3,28,JS,0,0,0,2321.428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,607.1428571,0,107.1428571
Broad,Low,Broad_LP,0,1,1,14,JS,0,0,0,0,0,0,0,0,0,0,3285.714286,5000,285.7142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,71.42857143,0,0,0,0,0,71.42857143,357.1428571,0,0,0
Broad,Low,Broad_LP,0,1,2,14,JS,0,0,0,857.1428571,0,0,0,0,0,0,5857.142857,928.5714286,285.7142857,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.7142857,0,0,0
Broad,Low,Broad_LP,0,1,3,14,JS,0,0,0,1928.571429,0,0,0,0,142.8571429,0,2428.571429,7142.857143,142.8571429,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,857.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.2857143,0,0,285.7142857,214.2857143,0,0
Broad,Low,Broad_LP,0,2,1,28,JS,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.1428571,0,35.71428571
Broad,Low,Broad_LP,0,2,2,28,JS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,785.7142857,0,35.71428571
Broad,Low,Broad_LP,0,2,3,28,JS,0,0,0,0,0,0,0,0,0,285.7142857,0,0,0,0,0,0,0,0,0,71.42857143,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,35.71428571,500,0,0
Broad,Low,Broad_LP,0,3,1,21,JS,0,0,0,1380.952381,0,0,0,0,0,0,1714.285714,4190.47619,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,47.61904762,190.4761905,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,238.0952381,0,0,190.4761905,0,0,0
Broad,Low,Broad_LP,0,3,2,14,JS,0,0,0,714.2857143,0,0,0,0,0,0,4857.142857,10000,285.7142857,0,0,0,0,0,0,0,0,0,0,214.2857143,0,0,0,0,0,71.42857143,0,0,0,0,857.1428571,0,0,0,0,0,0,0,0,0,71.42857143,71.42857143,0,0,71.42857143,0,0,0,0,0,0
Broad,Low,Broad_LP,0,3,3,28,JS,0,0,0,1178.571429,0,0,0,0,0,0,0,107.1428571,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,71.42857143,428.5714286,0,0,0,0,0,0,0,35.71428571,0,0,214.2857143,35.71428571,0,0,0,0,0,35.71428571,0,0,142.8571429,0,0,0
Green,High,Green_HP,0,1,1,28,JS,0,0,0,0,0,0,0,0,0,0,107.1428571,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,35.71428571,0,0,0,0,0,0,321.4285714,0,0
Green,High,Green_HP,0,1,2,28,JS,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.8571429,0,71.42857143
Green,High,Green_HP,0,1,3,28,JS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.2857143,0,35.71428571
Green,High,Green_HP,0,2,1,28,JS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,392.8571429,35.71428571,0
Green,High,Green_HP,0,2,2,28,JS,0,0,0,714.2857143,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,71.42857143,0,71.42857143,0,0,0,0,0,0,71.42857143,0,0,0,0,0,285.7142857,0,0,0,0,0,0,0,0,285.7142857,0,0,0,71.42857143,0,0,0,0,1357.142857,0,71.42857143
Green,High,Green_HP,0,2,3,14,JS,0,0,0,0,0,0,0,0,0,0,2857.142857,2142.857143,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285.714286,214.2857143,0,71.42857143,0,0,0,0,71.42857143
Green,High,Green_HP,0,3,1,28,JS,0,0,0,642.8571429,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,678.5714286,0,142.8571429
Green,High,Green_HP,0,3,2,28,JS,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,714.2857143,0,0
Green,High,Green_HP,0,3,3,28,JS,0,0,0,821.4285714,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,35.71428571,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857.1428571,0,0
Green,Low,Green_LP,0,1,1,21,DA,0,0,0,809.5238095,0,0,0,0,0,0,476.1904762,4809.52381,0,0,0,0,0,0,0,0,0,0,0,95.23809524,0,0,0,0,0,0,0,0,0,0,95.23809524,0,0,0,0,0,0,0,0,0,0,0,0,0,1476.190476,0,0,285.7142857,0,0,0
Green,Low,Green_LP,0,1,2,28,DA,0,0,0,1500,0,0,0,0,0,0,357.1428571,214.2857143,0,0,0,0,0,0,0,0,0,0,0,107.1428571,0,714.2857143,0,0,0,0,0,0,0,0,71.42857143,0,71.42857143,35.71428571,35.71428571,0,0,0,0,0,0,35.71428571,0,142.8571429,392.8571429,0,0,35.71428571,35.71428571,35.71428571,0
Green,Low,Green_LP,0,1,3,28,DA,0,0,0,750,0,0,0,0,35.71428571,0,0,107.1428571,0,0,0,0,0,0,0,0,0,0,0,178.5714286,0,142.8571429,0,0,0,0,0,142.8571429,0,0,0,0,0,35.71428571,35.71428571,0,0,0,0,0,0,0,0,0,107.1428571,0,0,35.71428571,35.71428571,0,0
Green,Low,Green_LP,0,2,1,28,JS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.1428571,0,0
Green,Low,Green_LP,0,2,2,28,JS,0,0,0,0,0,0,0,142.8571429,0,0,35.71428571,35.71428571,0,0,0,0,0,71.42857143,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,35.71428571,0,35.71428571,71.42857143,0,0,0,0,0,0,1250,0,71.42857143
Green,Low,Green_LP,0,2,3,28,JS,0,0,0,0,0,35.71428571,0,0,0,0,464.2857143,250,0,0,0,35.71428571,71.42857143,0,142.8571429,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,35.71428571,0,0,0,0,0,0,1357.142857,0,35.71428571
Green,Low,Green_LP,0,3,1,28,JS,0,0,0,285.7142857,0,0,0,0,0,0,0,71.42857143,0,0,71.42857143,0,0,0,0,0,0,0,35.71428571,214.2857143,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,35.71428571,71.42857143,0,0,0
Green,Low,Green_LP,0,3,2,21,JS,0,0,0,1666.666667,0,0,0,0,47.61904762,0,2761.904762,333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,95.23809524,0,0,0
Green,Low,Green_LP,0,3,3,28,JS,0,0,0,607.1428571,0,0,0,0,0,0,35.71428571,71.42857143,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.4285714,0,35.71428571,142.8571429,0,0,0
Red,High,Red_HP,0,1,1,28,JS,0,0,0,392.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,107.1428571,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,71.42857143,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,1071.428571,0,0
Red,High,Red_HP,0,1,2,28,JS,178.5714286,0,0,285.7142857,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,892.8571429,0,0
Red,High,Red_HP,0,1,3,28,JS,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,178.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,35.71428571,0,785.7142857,0,35.71428571
Red,High,Red_HP,0,2,1,14,JS,0,0,0,357.1428571,0,0,0,0,0,0,12071.42857,26571.42857,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,285.7142857,0,0
Red,High,Red_HP,0,2,2,7,JS,0,142.8571429,0,1142.857143,0,0,0,0,0,0,11000,2142.857143,0,0,0,0,0,0,0,0,0,0,0,285.7142857,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.7142857,0,0,0
Red,High,Red_HP,0,2,3,28,JS,0,0,0,607.1428571,0,0,0,0,35.71428571,0,0,357.1428571,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,178.5714286,0,0,107.1428571,0,0,0
Red,High,Red_HP,0,3,1,28,JS,0,0,0,1392.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785.7142857,0,71.42857143
Red,High,Red_HP,0,3,2,28,JS,0,0,0,1392.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857.1428571,0,35.71428571
Red,High,Red_HP,0,3,3,28,JS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.142857,0,71.42857143
Red,Low,Red_LP,0,1,1,28,JS,0,0,0,1214.285714,0,0,0,0,0,0,2035.714286,3571.428571,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.5714286,0,0
Red,Low,Red_LP,0,1,2,28,JS,0,0,0,678.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642.8571429,0,35.71428571
Red,Low,Red_LP,0,1,3,28,JS,0,0,214.2857143,285.7142857,0,35.71428571,0,0,0,0,35.71428571,71.42857143,0,71.42857143,0,0,0,142.8571429,678.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,821.4285714,0,35.71428571
Red,Low,Red_LP,0,2,1,28,JS,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,500,0,107.1428571,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,1250,0,0
Red,Low,Red_LP,0,2,2,28,JS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.5714286,0,0
Red,Low,Red_LP,0,2,3,28,JS,0,0,0,428.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,1107.142857,0,0
Red,Low,Red_LP,0,3,1,28,JS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,1035.714286,0,35.71428571
Red,Low,Red_LP,0,3,2,28,JS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214.285714,0,35.71428571
Red,Low,Red_LP,0,3,3,28,JS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,71.42857143,0,107.1428571,0,0,0,0,0,0,0,0,0,214.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,1571.428571,0,107.1428571
